post_id,post_date,post_type,caption,hashtags,hashtag_count,reach,impressions,likes,comments,shares,saves,follows_gained
IG0190,2025-10-14 00:44:00,Reel,Big announcement coming soon about art!,#foodie #marketing,2,4878.0,6865,270,11.0,90,32,7
IG0191,2025-06-24 01:14:00,Image,Behind the scenes of fashion — swipe to see more.,#mumbai #marketing #motivation,3,8107.0,11950,458,19.0,34,98,23
IG0192,2025-11-04 01:11:00,Reel,5 tips every beginner should know about tech.,#fashion #reels #lifestyle #business #foodie,5,3279.0,4327,101,5.0,33,32,2
IG0193,2025-11-24 17:21:00,Image,We just launched something new in art. Link in bio!,#lifestyle #foodie #india #art #travel #marketing,6,1741.0,2625,78,4.0,32,17,3
IG0194,2025-09-01 12:49:00,Carousel,Why business matters more than you think.,#fashion #motivation #technology #marketing #explorepage,5,5962.0,8872,310,5.0,88,220,52
IG0195,2024-03-28 19:18:00,Reel,Why food matters more than you think.,#foodie #instagood #motivation,3,5530.0,8090,321,6.0,98,227,44
IG0196,2024-11-20 11:06:00,Carousel,,#fashion,1,5195.0,6487,390,17.0,115,131,26
IG0197,2024-07-10 13:28:00,Reel,,#delhi #india #startup #fitness #fashion #travel #photography #motivation,8,5075.0,6208,293,17.0,30,112,23
IG0198,2024-03-27 23:57:00,Reel,A day in the life: tech edition.,#explorepage #mumbai #india #photography #business #foodie #technology #lifestyle,8,14595.0,20549,815,22.0,376,419,21
IG0199,2025-03-07 09:30:00,Image,We just launched something new in tech. Link in bio!,#art,1,1640.0,1926,24,1.0,32,21,2
IG0200,2025-04-13 03:08:00,Image,,#fashion #business #nature #mumbai,4,4119.0,5337,167,7.0,8,81,9
IG0201,2025-08-31 04:19:00,Image,Big announcement coming soon about art!,#instagood #reels #marketing #nature #photography,5,4022.0,5391,79,1.0,50,73,11
IG0202,2025-08-12 07:20:00,Carousel,Check out our latest food update! What do you think?,#motivation #business #art #fitness #reels #ootd,6,7993.0,9870,416,14.0,33,45,5
IG0203,2025-03-24 09:53:00,Image,5 tips every beginner should know about wellness.,#startup,1,6132.0,8331,232,4.0,48,90,6
IG0204,2025-03-09 12:04:00,Reel,Behind the scenes of business — swipe to see more.,#instagood #marketing #business #india #startup #motivation #fashion,7,13391.0,21414,933,39.0,205,432,89
IG0205,2024-06-19 20:39:00,Reel,Big announcement coming soon about art!,,0,,14145,571,22.0,93,223,26
IG0206,2024-09-21 07:32:00,Reel,Big announcement coming soon about food!,#delhi #mumbai #explorepage #technology #art #reels #instagood #business,8,6294.0,7863,227,5.0,98,267,58
IG0207,2024-03-28 03:53:00,Reel,,#art #ootd,2,5241.0,7030,349,4.0,126,137,18
IG0208,2024-04-09 14:46:00,Image,Behind the scenes of business — swipe to see more.,#nature #foodie #ootd #travel #fitness #fashion #startup,7,2614.0,3672,85,4.0,36,75,4
IG0209,2024-09-06 16:11:00,Reel,5 tips every beginner should know about food.,#photography #nature #delhi #startup #technology #fitness #business #reels,8,3404.0,4164,163,3.0,37,128,17
IG0210,2025-09-20 06:28:00,Image,Behind the scenes of fitness — swipe to see more.,#business #fashion #reels #delhi #motivation #instagood,6,3598.0,4018,65,3.0,16,62,8
IG0211,2024-07-20 14:07:00,Reel,Behind the scenes of art — swipe to see more.,#marketing #india #nature #business,4,6673.0,9209,414,5.0,101,107,20
IG0212,2025-11-20 22:51:00,Video,Behind the scenes of business — swipe to see more.,#instagood #mumbai #foodie #lifestyle,4,6199.0,7432,113,3.0,132,132,15
IG0213,2024-05-24 16:24:00,Reel,5 tips every beginner should know about food.,#instagood #lifestyle #business #startup #photography #explorepage,6,4606.0,5644,241,9.0,84,44,9
IG0214,2025-04-06 19:03:00,Image,Why wellness matters more than you think.,#fashion #marketing #lifestyle #reels #business,5,4011.0,5502,90,2.0,43,29,6
IG0215,2025-05-15 05:05:00,Image,A day in the life: travel edition.,,0,2845.0,3715,163,6.0,8,47,9
IG0216,2025-04-13 18:47:00,Carousel,Check out our latest business update! What do you think?,#delhi #india #fitness #instagood #motivation #business #marketing,7,3190.0,3771,93,4.0,45,34,7
IG0217,2025-03-11 03:47:00,Image,Big announcement coming soon about tech!,#ootd #travel #technology,3,2986.0,3958,120,5.0,7,14,1
IG0218,2024-04-30 07:13:00,Image,Check out our latest travel update! What do you think?,#instagood #startup #photography #lifestyle #reels,5,3296.0,3799,240,12.0,29,78,18
IG0219,2024-06-21 10:45:00,Reel,5 tips every beginner should know about fitness.,#ootd #mumbai #motivation #india,4,2128.0,3184,125,5.0,55,46,10
IG0220,2024-10-10 20:08:00,Carousel,We just launched something new in business. Link in bio!,#explorepage #lifestyle,2,5941.0,8891,170,8.0,135,77,18
IG0221,2025-08-14 20:17:00,Reel,Big announcement coming soon about tech!,#business #technology #foodie #delhi #instagood #motivation,6,4313.0,6672,217,3.0,68,135,9
IG0222,2024-04-05 23:29:00,Image,,#foodie #delhi #business #reels #startup,5,3689.0,5841,172,10.0,51,74,6
IG0223,2025-08-14 04:36:00,Image,,#nature #travel #mumbai #fitness #technology #fashion #delhi,7,1893.0,2094,50,1.0,28,51,3
IG0224,2025-12-06 04:56:00,Image,Behind the scenes of tech — swipe to see more.,#photography #motivation #foodie #art,4,4385.0,6619,115,5.0,33,68,14
IG0225,2025-02-09 20:19:00,Carousel,We just launched something new in fashion. Link in bio!,#startup #foodie #fitness,3,4328.0,6553,50,0.0,80,136,9
IG0226,2025-11-27 14:00:00,Reel,Behind the scenes of business — swipe to see more.,,0,4696.0,6223,216,9.0,99,94,20
IG0227,2024-03-13 07:24:00,Carousel,Big announcement coming soon about fitness!,#fitness,1,4647.0,5405,205,5.0,83,28,2
IG0228,2024-05-16 20:43:00,Image,5 tips every beginner should know about fashion.,#foodie #india,2,5027.0,6231,123,5.0,56,56,5
IG0229,2024-06-04 13:39:00,Reel,Big announcement coming soon about art!,#reels #foodie #fitness #lifestyle #delhi #ootd #art,7,10257.0,16094,428,20.0,265,343,35
IG0230,2024-10-10 20:05:00,Image,We just launched something new in tech. Link in bio!,#delhi #ootd #fashion,3,5270.0,6089,280,9.0,92,93,11
IG0231,2024-10-29 20:03:00,Video,,#marketing #business #fitness,3,3612.0,4049,83,4.0,27,103,11
IG0232,2024-01-13 11:59:00,Image,Behind the scenes of wellness — swipe to see more.,#lifestyle #business #startup #art #photography,5,5466.0,6061,227,,40,138,14
IG0233,2024-02-10 01:50:00,Image,Behind the scenes of art — swipe to see more.,#india #ootd #instagood #startup #delhi #art,6,4388.0,6013,85,1.0,9,68,7
IG0234,2024-03-26 09:05:00,Carousel,A day in the life: fitness edition.,#reels #lifestyle #delhi #nature #business #ootd #india #marketing,8,2549.0,3751,61,3.0,55,67,11
IG0235,2024-02-29 07:05:00,Image,5 tips every beginner should know about fashion.,#fitness #technology #travel #ootd #photography #delhi,6,5452.0,6091,119,7.0,94,93,5
IG0236,2025-06-19 16:50:00,Image,Check out our latest fitness update! What do you think?,#photography #art #lifestyle #motivation,4,2186.0,2507,78,3.0,37,58,9
IG0237,2024-09-26 22:36:00,Carousel,Big announcement coming soon about wellness!,#marketing,1,1681.0,2214,57,2.0,37,31,5
IG0238,2024-06-10 08:49:00,Carousel,,#mumbai,1,11216.0,13669,565,8.0,125,226,40
IG0239,2024-01-13 07:02:00,Video,We just launched something new in art. Link in bio!,#art #business #lifestyle #photography #travel #motivation #mumbai,7,9034.0,12224,389,5.0,65,126,18
IG0240,2024-10-04 02:36:00,Reel,Why fashion matters more than you think.,#fitness #india #travel #photography #explorepage,5,4600.0,7294,205,6.0,40,143,15
IG0241,2024-11-14 10:05:00,Reel,,#technology #fashion #art #reels #ootd #marketing #business #lifestyle,8,5204.0,5744,268,3.0,32,101,21
IG0242,2024-07-19 23:57:00,Carousel,Big announcement coming soon about fashion!,#explorepage #lifestyle #fashion #startup #delhi #fitness #motivation #photography,8,1622.0,2539,66,,26,12,1
IG0243,2024-11-10 03:13:00,Carousel,We just launched something new in fashion. Link in bio!,#explorepage #startup #marketing #travel #lifestyle #art #delhi #india,8,4504.0,6535,274,4.0,39,76,10
IG0244,2025-01-16 14:47:00,Reel,5 tips every beginner should know about fitness.,#mumbai,1,6747.0,9472,397,20.0,207,271,13
IG0245,2024-03-04 13:42:00,Carousel,Big announcement coming soon about tech!,#explorepage #ootd,2,4928.0,7112,147,4.0,62,79,5
IG0246,2024-11-30 10:28:00,Reel,5 tips every beginner should know about fitness.,#explorepage #foodie #reels #lifestyle,4,5419.0,6178,294,16.0,121,184,22
IG0247,2024-05-03 17:22:00,Carousel,Behind the scenes of tech — swipe to see more.,#technology #ootd #instagood,3,5099.0,7836,270,4.0,116,30,4
IG0248,2025-12-22 22:38:00,Reel,Big announcement coming soon about travel!,,0,5720.0,7135,299,11.0,25,57,9
IG0249,2025-02-09 16:03:00,Reel,We just launched something new in wellness. Link in bio!,#motivation #photography #fashion #business,4,9325.0,14200,698,21.0,210,155,17
IG0250,2024-05-04 00:03:00,Image,Behind the scenes of business — swipe to see more.,#lifestyle #reels #business,3,7831.0,11834,225,12.0,76,90,14
IG0251,2024-01-23 02:12:00,Reel,Why food matters more than you think.,#lifestyle #foodie #nature #fitness #travel #explorepage #fashion,7,13934.0,20123,881,16.0,217,152,34
IG0252,2025-11-30 13:11:00,Reel,Check out our latest food update! What do you think?,#reels #photography #motivation #delhi #technology,5,11976.0,15213,786,23.0,145,407,69
IG0253,2025-05-25 13:56:00,Reel,Check out our latest travel update! What do you think?,#marketing #travel #foodie #motivation #business #delhi #reels #fitness,8,16486.0,19293,810,9.0,292,765,97
IG0254,2025-07-11 15:22:00,Reel,A day in the life: fashion edition.,#nature #business #motivation #photography #fashion #india #ootd #fitness,8,5549.0,6547,248,11.0,91,95,21
IG0255,2025-08-21 07:10:00,Reel,A day in the life: travel edition.,#explorepage,1,5533.0,8544,329,16.0,174,95,23
IG0256,2024-08-12 18:54:00,Reel,Check out our latest business update! What do you think?,#art #photography #mumbai #explorepage #nature #business,6,2455.0,3365,92,3.0,46,92,19
IG0257,2024-05-25 18:12:00,Carousel,We just launched something new in travel. Link in bio!,#delhi #ootd #photography #marketing #travel #india #fashion,7,2535.0,3035,67,,21,92,14
IG0258,2025-09-20 06:51:00,Reel,Check out our latest business update! What do you think?,#nature #photography,2,3229.0,4268,193,,47,154,34
IG0259,2024-04-23 16:55:00,Carousel,Big announcement coming soon about tech!,#foodie #art #business #fitness #nature,5,13380.0,16064,720,8.0,176,295,28
IG0260,2025-10-16 15:41:00,Video,A day in the life: art edition.,#photography #delhi #art #explorepage #instagood,5,4604.0,6292,200,3.0,82,32,6
IG0261,2024-01-02 22:36:00,Reel,,#mumbai #travel #photography #nature #explorepage #india,6,5439.0,8650,218,11.0,109,114,12
IG0262,2024-11-23 05:40:00,Reel,Check out our latest wellness update! What do you think?,#nature,1,4198.0,5690,304,11.0,118,198,26
IG0263,2024-09-19 03:46:00,Image,Why fashion matters more than you think.,,0,4573.0,7216,207,3.0,79,67,14
IG0264,2025-02-27 15:56:00,Image,5 tips every beginner should know about travel.,#art #delhi #business #fitness #marketing #mumbai,6,5046.0,7131,23,0.0,53,108,21
IG0265,2024-01-21 10:16:00,Carousel,5 tips every beginner should know about business.,#foodie,1,3632.0,4646,121,2.0,26,130,6
IG0266,2024-04-05 10:38:00,Video,We just launched something new in business. Link in bio!,#fashion #startup #photography #mumbai #delhi #instagood #travel,7,6765.0,8438,242,11.0,126,171,13
IG0267,2025-07-07 08:42:00,Image,,#ootd #explorepage #fitness #travel,4,5342.0,7922,258,10.0,19,86,5
IG0268,2024-10-28 21:40:00,Reel,,#reels #fitness #fashion #instagood #photography #nature #lifestyle,7,4018.0,5120,194,9.0,122,31,7
IG0269,2025-05-15 21:16:00,Carousel,5 tips every beginner should know about art.,#delhi,1,3527.0,4762,143,6.0,12,21,2
IG0270,2024-02-15 08:28:00,Reel,Behind the scenes of fitness — swipe to see more.,#motivation #explorepage #instagood #travel #lifestyle #business #art,7,3816.0,5730,181,5.0,111,71,10
IG0271,2025-08-26 07:35:00,Reel,Why art matters more than you think.,,0,6083.0,8526,326,13.0,41,262,39
IG0272,2025-08-09 07:30:00,Carousel,Behind the scenes of food — swipe to see more.,#foodie #business #travel #india,4,12251.0,13915,723,15.0,227,386,81
IG0273,2024-06-20 06:51:00,Carousel,Why fitness matters more than you think.,#lifestyle #travel #startup,3,2410.0,3585,94,3.0,21,19,3
IG0274,2025-09-01 08:20:00,Reel,Why art matters more than you think.,#foodie,1,3705.0,4075,258,3.0,41,130,8
IG0275,2024-01-13 22:39:00,Image,Behind the scenes of fitness — swipe to see more.,#startup #fitness #instagood #lifestyle #india #ootd #technology #delhi,8,2270.0,2612,96,2.0,38,26,5
IG0276,2025-07-02 11:56:00,Image,Why tech matters more than you think.,#motivation #business #marketing #delhi #travel #foodie,6,5813.0,7490,180,2.0,83,94,11
IG0277,2024-02-09 12:56:00,Carousel,Big announcement coming soon about fashion!,#explorepage #travel #marketing #motivation #art,5,6065.0,8692,204,9.0,144,166,18
IG0278,2025-05-18 22:43:00,Reel,A day in the life: food edition.,#explorepage,1,8173.0,9187,558,32.0,143,192,27
IG0279,2024-10-02 23:26:00,Reel,We just launched something new in wellness. Link in bio!,#reels,1,2690.0,3029,106,3.0,72,111,10
IG0280,2025-06-12 11:52:00,Carousel,Behind the scenes of food — swipe to see more.,,0,8059.0,9734,334,13.0,73,67,12
IG0281,2025-06-20 18:01:00,Image,We just launched something new in fashion. Link in bio!,#reels #instagood,2,6577.0,8534,84,1.0,118,70,8
IG0282,2024-07-22 08:23:00,Reel,5 tips every beginner should know about wellness.,#india #business #fitness #fashion #explorepage #photography #marketing,7,5958.0,7350,273,2.0,84,115,6
IG0283,2024-12-18 05:53:00,Reel,5 tips every beginner should know about fashion.,#foodie #ootd #fashion #business,4,5167.0,6728,112,4.0,18,128,31
IG0284,2024-08-14 20:14:00,Carousel,Check out our latest fashion update! What do you think?,#motivation #startup #india,3,2377.0,3534,139,5.0,58,18,0
IG0285,2024-01-09 07:16:00,Image,A day in the life: wellness edition.,#motivation #startup #business #art,4,3194.0,3937,91,2.0,50,54,6
IG0286,2025-09-30 12:37:00,Reel,A day in the life: business edition.,#fashion,1,6378.0,9717,316,17.0,164,245,34
IG0287,2024-10-10 20:20:00,Reel,Check out our latest travel update! What do you think?,#motivation #ootd #reels #lifestyle,4,4685.0,5688,233,7.0,115,118,7
IG0288,2025-11-07 10:43:00,Video,A day in the life: tech edition.,#fashion #marketing,2,4051.0,6406,134,3.0,26,36,2
IG0289,2025-08-20 22:36:00,Carousel,Big announcement coming soon about wellness!,#nature #explorepage #delhi,3,5650.0,6630,356,14.0,63,149,15
IG0290,2025-07-25 05:18:00,Reel,A day in the life: food edition.,#marketing,1,5121.0,6836,342,15.0,25,57,2
IG0291,2025-11-27 10:41:00,Carousel,We just launched something new in business. Link in bio!,#explorepage,1,2500.0,3947,97,2.0,34,66,4
IG0292,2024-12-05 11:16:00,Reel,,#technology #fitness #marketing #travel,4,5275.0,7244,377,4.0,42,126,11
IG0293,2025-01-25 16:19:00,Reel,5 tips every beginner should know about wellness.,#travel #lifestyle #mumbai #reels #nature #india,6,7452.0,9098,495,9.0,228,356,68
IG0294,2025-05-14 10:40:00,Video,,#nature #travel,2,1662.0,2191,67,0.0,24,53,4
IG0295,2024-06-11 15:50:00,Image,Why art matters more than you think.,#lifestyle,1,3694.0,5868,145,2.0,39,82,8
IG0296,2024-02-08 17:12:00,Carousel,We just launched something new in fashion. Link in bio!,#fashion #nature #india #reels #instagood,5,2689.0,3717,133,4.0,7,10,1
IG0297,2024-04-15 12:32:00,Video,,#photography #foodie #travel #ootd,4,5659.0,6853,96,5.0,94,34,4
IG0298,2025-12-04 04:21:00,Reel,We just launched something new in food. Link in bio!,#art #reels #photography #business #fashion #fitness #technology,7,18487.0,21431,915,27.0,548,881,51
IG0299,2025-01-10 22:41:00,Image,A day in the life: art edition.,,0,1738.0,2567,17,0.0,21,21,4
IG0300,2024-02-19 21:06:00,Reel,Behind the scenes of fashion — swipe to see more.,,0,1971.0,2815,123,2.0,58,18,2
IG0301,2025-04-30 22:09:00,Reel,A day in the life: fitness edition.,#fashion #ootd #startup,3,6552.0,8132,382,14.0,103,195,29
IG0302,2024-04-17 16:46:00,Image,Behind the scenes of fitness — swipe to see more.,#ootd,1,2220.0,3434,31,1.0,21,53,7
IG0303,2025-06-19 06:22:00,Carousel,,#ootd #photography #travel #marketing #reels #art,6,5699.0,6799,130,6.0,40,35,2
IG0304,2024-04-23 18:42:00,Video,,#lifestyle #foodie #india #mumbai #fitness #technology #instagood,7,956.0,1439,37,0.0,15,25,4
IG0305,2024-04-12 05:55:00,Reel,Big announcement coming soon about tech!,,0,6187.0,7679,417,4.0,42,234,11
IG0306,2024-04-07 01:00:00,Reel,,#photography #nature,2,4017.0,6373,209,5.0,48,59,2
IG0307,2025-01-16 10:11:00,Image,,#business,1,7112.0,10840,280,7.0,55,158,33
IG0308,2025-03-07 20:56:00,Reel,5 tips every beginner should know about fashion.,#fitness #lifestyle,2,8963.0,13474,519,24.0,130,271,49
IG0309,2025-08-05 21:28:00,Reel,Check out our latest business update! What do you think?,#instagood #business,2,15696.0,18578,1006,39.0,480,104,10
IG0310,2024-05-13 15:58:00,Carousel,Check out our latest business update! What do you think?,#fitness #startup #technology #travel #foodie #lifestyle #nature,7,8116.0,12007,206,7.0,113,131,30
IG0311,2025-08-13 23:36:00,Image,Why fitness matters more than you think.,#nature #india #mumbai,3,6601.0,8784,307,13.0,99,173,18
IG0312,2025-11-23 20:24:00,Image,5 tips every beginner should know about fashion.,#delhi #travel,2,2678.0,3395,46,2.0,39,60,9
IG0313,2024-06-18 02:48:00,Video,Why art matters more than you think.,#nature #explorepage #instagood #motivation #travel #india #fitness,7,1075.0,1270,37,1.0,10,4,0
IG0314,2025-08-09 14:05:00,Reel,,#technology #nature #fitness #marketing #fashion #travel #reels,7,2527.0,3670,137,5.0,78,17,2
IG0315,2025-09-10 19:40:00,Image,Big announcement coming soon about business!,#india #delhi #reels #technology,4,3194.0,4791,107,3.0,13,84,6
IG0316,2024-12-05 17:49:00,Reel,A day in the life: business edition.,#art #technology #fitness #delhi #explorepage #fashion #photography,7,8530.0,12252,458,10.0,180,251,54
IG0317,2024-06-17 15:08:00,Image,We just launched something new in art. Link in bio!,#fitness #motivation #reels #delhi #instagood #technology,6,3783.0,4705,77,2.0,49,45,8
IG0318,2024-04-20 13:02:00,Reel,,#technology,1,4338.0,6258,139,1.0,60,197,35
IG0319,2025-07-20 13:53:00,Carousel,Why business matters more than you think.,#india #photography #mumbai #lifestyle #fitness #reels #nature,7,2371.0,3104,119,1.0,20,31,4
IG0320,2024-09-11 08:25:00,Video,Big announcement coming soon about tech!,#ootd #technology #lifestyle #delhi #startup,5,4077.0,4850,110,1.0,41,102,19
IG0321,2024-07-24 06:39:00,Carousel,Behind the scenes of business — swipe to see more.,#art #lifestyle #photography #india,4,2474.0,3048,45,1.0,21,33,5
IG0322,2025-11-14 22:26:00,Video,Check out our latest fashion update! What do you think?,#ootd #startup #fashion #india #fitness #delhi #reels #foodie,8,2692.0,3062,107,2.0,10,56,9
IG0323,2024-10-20 21:16:00,Carousel,Check out our latest travel update! What do you think?,#travel #ootd,2,8756.0,12302,449,10.0,139,288,68
IG0324,2025-11-22 23:35:00,Reel,Check out our latest tech update! What do you think?,#delhi #business #explorepage,3,7889.0,9477,479,21.0,179,176,9
IG0325,2025-12-02 10:35:00,Carousel,A day in the life: fashion edition.,,0,3801.0,6000,74,3.0,25,100,24
IG0326,2025-03-29 07:58:00,Reel,5 tips every beginner should know about wellness.,#mumbai #delhi #reels #instagood #ootd,5,5750.0,6591,322,17.0,90,91,12
IG0327,2025-06-10 03:24:00,Image,A day in the life: art edition.,,0,3672.0,5165,108,2.0,54,20,1
IG0328,2024-09-18 00:21:00,Image,,#lifestyle #travel #instagood #nature #mumbai #business #india,7,2365.0,2921,46,0.0,24,53,9
IG0329,2025-12-25 10:33:00,Carousel,Why food matters more than you think.,#photography #india #foodie,3,5695.0,8607,292,10.0,39,139,27
IG0330,2024-08-06 21:21:00,Image,Behind the scenes of fashion — swipe to see more.,#art #ootd #reels #india #marketing,5,2392.0,3075,79,3.0,27,24,2
IG0331,2025-09-20 19:15:00,Image,Why business matters more than you think.,,0,6693.0,8882,261,5.0,98,97,13
IG0332,2025-07-07 23:18:00,Carousel,,,0,3364.0,4447,154,3.0,46,18,2
IG0333,2024-11-24 16:05:00,Video,Behind the scenes of fashion — swipe to see more.,#photography,1,4600.0,6002,139,3.0,24,37,2
IG0334,2025-12-02 13:53:00,Reel,Behind the scenes of art — swipe to see more.,#reels,1,8997.0,13559,559,8.0,103,163,16
IG0335,2024-12-05 01:05:00,Carousel,A day in the life: food edition.,#travel,1,1398.0,1785,71,3.0,13,48,11
IG0336,2024-09-21 13:24:00,Reel,Behind the scenes of fashion — swipe to see more.,#business #startup #nature #fashion #instagood #delhi #travel,7,6107.0,9591,179,2.0,88,175,26
IG0337,2024-03-15 11:59:00,Reel,Check out our latest art update! What do you think?,#fitness #ootd #mumbai #foodie #delhi #business #explorepage #reels,8,7329.0,11132,524,24.0,116,228,18
IG0338,2025-02-04 17:18:00,Carousel,,#ootd #art,2,6177.0,7503,163,2.0,15,173,33
IG0339,2025-07-04 17:05:00,Carousel,5 tips every beginner should know about food.,#reels #art #instagood #startup,4,3899.0,4979,163,3.0,55,94,9
IG0340,2024-04-27 05:42:00,Reel,Behind the scenes of wellness — swipe to see more.,,0,2730.0,3302,145,5.0,52,62,8
IG0341,2025-08-17 15:21:00,Carousel,Big announcement coming soon about travel!,#lifestyle #explorepage #fitness #ootd #foodie,5,8270.0,9806,448,13.0,182,207,32
IG0342,2025-12-11 18:09:00,Reel,We just launched something new in travel. Link in bio!,#nature #startup #photography #fashion #instagood,5,3501.0,4441,187,8.0,31,76,17
IG0343,2025-01-03 04:43:00,Reel,Behind the scenes of wellness — swipe to see more.,#marketing #technology #mumbai #art #ootd,5,1330.0,1475,83,1.0,22,38,6
IG0344,2024-05-23 17:12:00,Carousel,Why fashion matters more than you think.,#foodie #instagood #fashion #india,4,5310.0,8060,361,18.0,71,79,16
IG0345,2024-09-23 17:57:00,Carousel,5 tips every beginner should know about tech.,#marketing #lifestyle #art #business #explorepage #technology #india #ootd,8,5468.0,8427,200,2.0,61,168,38
IG0346,2025-05-29 00:42:00,Reel,,#instagood #photography #india,3,9289.0,14714,221,9.0,49,195,41
IG0347,2024-05-29 23:46:00,Carousel,We just launched something new in business. Link in bio!,#art #travel #explorepage #marketing #delhi #mumbai #lifestyle,7,2515.0,3207,78,1.0,27,48,9
IG0348,2025-01-04 12:30:00,Carousel,5 tips every beginner should know about tech.,#travel #instagood #nature #fitness #motivation #startup #art,7,6512.0,8739,151,7.0,129,144,9
IG0349,2024-03-20 16:16:00,Image,Check out our latest wellness update! What do you think?,#explorepage #india #business #art #mumbai #instagood,6,7848.0,11582,294,10.0,35,165,28
IG0350,2024-03-19 16:41:00,Image,Behind the scenes of business — swipe to see more.,#reels #lifestyle #photography #delhi,4,2853.0,4408,71,3.0,44,54,9
IG0351,2024-04-26 15:43:00,Image,5 tips every beginner should know about food.,#marketing #reels #photography #startup #fashion #fitness #instagood,7,10153.0,11962,442,20.0,69,85,9
IG0352,2024-05-30 01:10:00,Reel,Behind the scenes of tech — swipe to see more.,#photography #india #business #fashion,4,4751.0,7382,177,3.0,25,165,20
IG0353,2025-05-08 05:14:00,Image,,#instagood #lifestyle #photography #india #motivation #foodie,6,6698.0,8278,261,6.0,126,135,15
IG0354,2024-05-15 03:01:00,Reel,Behind the scenes of food — swipe to see more.,#india #instagood #startup,3,8090.0,9783,356,8.0,180,323,66
IG0355,2025-06-28 16:48:00,Image,5 tips every beginner should know about wellness.,#foodie,1,,2841,92,2.0,5,57,5
IG0356,2025-11-25 20:27:00,Carousel,Big announcement coming soon about art!,#startup #art #travel #india #instagood #fitness #business #explorepage,8,4796.0,6050,196,10.0,47,163,40
IG0357,2025-12-14 18:06:00,Image,A day in the life: art edition.,#lifestyle #motivation #marketing #explorepage #foodie #instagood,6,2812.0,3904,95,1.0,56,33,6
IG0358,2025-08-14 16:07:00,Image,A day in the life: art edition.,#fashion #business #reels #nature #startup #photography #travel #foodie,8,2081.0,2312,53,2.0,25,23,4
IG0359,2025-09-18 08:43:00,Reel,A day in the life: wellness edition.,#reels #startup #delhi #marketing #photography #india,6,12139.0,13589,829,33.0,235,385,85
IG0360,2025-02-11 23:08:00,Carousel,5 tips every beginner should know about wellness.,#explorepage,1,4928.0,7285,199,9.0,55,56,9
IG0361,2025-07-17 19:44:00,Video,,,0,3575.0,4875,137,8.0,77,80,16
IG0362,2024-05-28 15:59:00,Image,Why fashion matters more than you think.,#foodie #instagood #motivation #explorepage #art #travel,6,2628.0,3488,85,3.0,22,74,6
IG0363,2024-10-20 22:38:00,Carousel,,,0,8393.0,11954,433,7.0,141,201,17
IG0364,2025-06-14 09:12:00,Image,5 tips every beginner should know about travel.,,0,10860.0,16492,230,2.0,174,211,40
IG0365,2024-06-10 02:17:00,Image,Behind the scenes of fitness — swipe to see more.,#art #business #mumbai #reels #fashion #instagood,6,2123.0,2761,134,5.0,14,59,9
IG0366,2025-08-19 11:22:00,Carousel,A day in the life: fashion edition.,#explorepage #reels #technology #business,4,3522.0,3930,134,1.0,56,117,26
IG0367,2025-05-30 09:21:00,Carousel,A day in the life: tech edition.,#india,1,5761.0,8889,195,9.0,51,177,44
IG0368,2024-09-06 10:49:00,Reel,We just launched something new in art. Link in bio!,#technology #mumbai #fashion #marketing #fitness #lifestyle #travel,7,6695.0,10622,436,22.0,33,129,8
IG0369,2024-12-27 16:34:00,Video,We just launched something new in tech. Link in bio!,,0,4836.0,7587,165,4.0,17,46,4
IG0370,2024-12-16 02:35:00,Carousel,We just launched something new in business. Link in bio!,#marketing #nature,2,3473.0,4111,118,6.0,68,126,17
IG0371,2025-11-30 06:31:00,Reel,We just launched something new in travel. Link in bio!,#explorepage #instagood #motivation,3,4158.0,5196,267,4.0,44,83,15
IG0372,2024-06-08 03:07:00,Reel,Check out our latest fashion update! What do you think?,#marketing,1,8080.0,9481,374,19.0,61,67,9
IG0373,2025-08-11 08:31:00,Reel,We just launched something new in art. Link in bio!,#india #motivation,2,12254.0,14319,734,25.0,90,389,40
IG0374,2025-03-09 15:34:00,Carousel,Why business matters more than you think.,,0,4353.0,5455,141,1.0,51,83,16
IG0375,2024-05-03 22:33:00,Carousel,Big announcement coming soon about business!,#nature #fashion #mumbai #reels #business #ootd #travel,7,8470.0,12968,400,14.0,181,314,71
IG0376,2024-08-30 08:30:00,Reel,Big announcement coming soon about art!,#art #photography #marketing #startup #reels,5,5670.0,8339,211,7.0,155,115,25
IG0377,2025-08-08 04:36:00,Reel,Why art matters more than you think.,#fitness #motivation #explorepage,3,4361.0,6459,120,2.0,133,53,8
IG0378,2025-04-29 00:11:00,Carousel,Check out our latest tech update! What do you think?,#marketing #lifestyle #india #nature #instagood #mumbai,6,15420.0,18733,605,17.0,268,131,21
IG0379,2024-09-17 15:53:00,Reel,A day in the life: business edition.,#technology,1,3534.0,4210,175,4.0,105,165,27
IG0380,2024-09-20 11:01:00,Reel,,#fitness #art #reels #photography #ootd #india,6,11383.0,14612,500,18.0,313,446,37
IG0381,2025-09-20 09:29:00,Carousel,Why art matters more than you think.,#photography #nature,2,3126.0,4804,94,2.0,7,103,21
IG0382,2024-08-21 10:20:00,Carousel,,#motivation #business #instagood #technology,4,3205.0,4259,144,2.0,43,111,6
IG0383,2024-08-28 21:16:00,Reel,Why food matters more than you think.,#reels,1,4060.0,6310,184,6.0,101,46,6
